tag,event_type,event_site,event_date,event_release_site,event_release_date,mark_date,cth_count
3DD.003D2849AD,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849AE,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849AF,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849B0,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D2849B1,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849B2,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849B3,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D2849B4,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849B5,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D2849B6,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849B7,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849B8,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849B9,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D2849BA,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849BB,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849BC,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849BD,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849BE,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849BF,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D2849C0,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849C1,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849C2,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849C3,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D2849C4,Mark,PRD - Priest Rapids Dam,8/10/2018,METHR - Methow River,8/10/2018,8/10/2018,1
3DD.003D284A8D,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284A8E,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284A8F,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284A90,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284A91,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284A92,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284A93,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284A96,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284A99,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284A9A,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284A9B,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284A9D,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AA1,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AA2,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AA3,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284AA4,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284AA9,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284AAC,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AAD,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284AB0,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AB5,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AB6,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AB9,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284ABC,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284ABE,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284AC0,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AC1,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AC2,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AC3,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AC5,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AC6,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AC7,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AC8,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284AC9,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284ACA,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284ACB,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284ACE,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AD0,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284AD3,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AD8,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284AD9,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284ADC,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284ADD,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AE0,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284AE1,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AE2,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AE5,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284AE6,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284AE8,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284AE9,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284AEA,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AEE,Mark,PRD - Priest Rapids Dam,8/17/2018,SIMILR - Similkameen River,8/17/2018,8/17/2018,1
3DD.003D284AF1,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284AF2,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284AF4,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284AF5,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284AF7,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284AF8,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284AF9,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284AFA,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284AFC,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284AFF,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B00,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B01,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B02,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B03,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B04,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B05,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B07,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B09,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B0A,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B0B,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B0C,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B0D,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B0E,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B0F,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B10,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B11,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B13,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B15,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B16,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B17,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B19,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B1A,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B1B,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B1C,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B1D,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B1E,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B1F,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B20,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B23,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B24,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B25,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B27,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B28,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B29,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B2A,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B2B,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B2C,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B2D,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B2E,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B2F,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B30,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B31,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B32,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B33,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B34,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B36,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B37,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B38,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B39,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B3A,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B3B,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B3C,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B3D,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B3E,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B3F,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B40,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B42,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B43,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B44,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B45,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B46,Mark,PRD - Priest Rapids Dam,8/24/2018,OMAKC - Omak Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B47,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B48,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B49,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B4A,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B4B,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B4C,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B4D,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B4E,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B4F,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B50,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B51,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B52,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B53,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B54,Mark,PRD - Priest Rapids Dam,8/24/2018,METHR - Methow River,8/24/2018,8/24/2018,1
3DD.003D284B55,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B56,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B57,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B58,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B59,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B5A,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B5B,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B5C,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B5D,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B5E,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B5F,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B60,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B61,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B62,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B63,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B64,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B65,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B66,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B67,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B68,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B69,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B6A,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B6B,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B6C,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B6D,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B6E,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B6F,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B70,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B71,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B72,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B73,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B74,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B75,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B76,Mark,PRD - Priest Rapids Dam,8/24/2018,SALMOC - Salmon Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B77,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B78,Mark,PRD - Priest Rapids Dam,8/24/2018,SALMOC - Salmon Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B79,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B7A,Mark,PRD - Priest Rapids Dam,8/24/2018,SALMOC - Salmon Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B7B,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B7C,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B7D,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B7E,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B7F,Mark,PRD - Priest Rapids Dam,8/24/2018,SALMOC - Salmon Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B80,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B81,Mark,PRD - Priest Rapids Dam,8/24/2018,SALMOC - Salmon Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B82,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B83,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B84,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B85,Mark,PRD - Priest Rapids Dam,8/24/2018,SALMOC - Salmon Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B86,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B87,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B88,Mark,PRD - Priest Rapids Dam,8/24/2018,SALMOC - Salmon Creek (tributary to Okanogan River),8/24/2018,8/24/2018,1
3DD.003D284B89,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B8A,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B8B,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B8D,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
3DD.003D284B8E,Mark,PRD - Priest Rapids Dam,8/17/2018,METHR - Methow River,8/17/2018,8/17/2018,1
